ProdutoID;Nome;Descrição;Preço;Estoque;CategoriaID;FornecedorID
2980;Produto 2980;Descrição do Produto 2980;103.42;230;6;3
2981;Produto 2981;Descrição do Produto 2981;597.12;355;1;2
2982;Produto 2982;Descrição do Produto 2982;274.62;243;6;2
2983;Produto 2983;Descrição do Produto 2983;143.94;193;10;2
2984;Produto 2984;Descrição do Produto 2984;805.68;9;1;5
2985;Produto 2985;Descrição do Produto 2985;851.49;215;4;5
2986;Produto 2986;Descrição do Produto 2986;636.59;14;1;4
2987;Produto 2987;Descrição do Produto 2987;167.78;122;3;2
2988;Produto 2988;Descrição do Produto 2988;187.7;421;9;1
2989;Produto 2989;Descrição do Produto 2989;219.48;49;5;1
2990;Produto 2990;Descrição do Produto 2990;852.39;70;10;1
2991;Produto 2991;Descrição do Produto 2991;973.87;400;6;1
2992;Produto 2992;Descrição do Produto 2992;378.83;23;1;4
2993;Produto 2993;Descrição do Produto 2993;459.72;420;4;1
2994;Produto 2994;Descrição do Produto 2994;264.32;273;6;3
2995;Produto 2995;Descrição do Produto 2995;195.2;215;1;4
2996;Produto 2996;Descrição do Produto 2996;178.55;53;8;2
2997;Produto 2997;Descrição do Produto 2997;940.79;269;3;4
2998;Produto 2998;Descrição do Produto 2998;767.12;268;1;5
2999;Produto 2999;Descrição do Produto 2999;87.64;417;9;5
3000;Produto 3000;Descrição do Produto 3000;553.4;473;10;5
3001;Produto 3001;Descrição do Produto 3001;124.77;147;9;4
3002;Produto 3002;Descrição do Produto 3002;198.55;205;3;1
3003;Produto 3003;Descrição do Produto 3003;455.75;386;5;1
3004;Produto 3004;Descrição do Produto 3004;625.13;285;6;3
3005;Produto 3005;Descrição do Produto 3005;898.23;478;6;2
3006;Produto 3006;Descrição do Produto 3006;509.1;314;4;2
3007;Produto 3007;Descrição do Produto 3007;28.2;381;5;4
3008;Produto 3008;Descrição do Produto 3008;358.84;210;3;1
3009;Produto 3009;Descrição do Produto 3009;177.57;384;7;5
3010;Produto 3010;Descrição do Produto 3010;43.42;48;8;1
3011;Produto 3011;Descrição do Produto 3011;637.06;372;7;4
3012;Produto 3012;Descrição do Produto 3012;79.74;402;6;4
3013;Produto 3013;Descrição do Produto 3013;584.43;158;1;1
3014;Produto 3014;Descrição do Produto 3014;266.48;153;3;4
3015;Produto 3015;Descrição do Produto 3015;493.32;79;8;5
3016;Produto 3016;Descrição do Produto 3016;170.7;407;3;3
3017;Produto 3017;Descrição do Produto 3017;323.32;45;1;3
3018;Produto 3018;Descrição do Produto 3018;621.43;180;8;1
3019;Produto 3019;Descrição do Produto 3019;156.27;309;8;1
3020;Produto 3020;Descrição do Produto 3020;751.33;87;4;4
3021;Produto 3021;Descrição do Produto 3021;322.57;465;6;4
3022;Produto 3022;Descrição do Produto 3022;862.15;173;9;1
3023;Produto 3023;Descrição do Produto 3023;437.3;312;1;3
3024;Produto 3024;Descrição do Produto 3024;582.37;321;9;5
3025;Produto 3025;Descrição do Produto 3025;382.6;188;9;1
3026;Produto 3026;Descrição do Produto 3026;360.42;196;3;5
3027;Produto 3027;Descrição do Produto 3027;396.05;460;3;4
3028;Produto 3028;Descrição do Produto 3028;413.48;432;8;3
3029;Produto 3029;Descrição do Produto 3029;39.13;348;8;1
3030;Produto 3030;Descrição do Produto 3030;882.54;236;4;3
3031;Produto 3031;Descrição do Produto 3031;493.65;500;3;1
3032;Produto 3032;Descrição do Produto 3032;205.01;229;2;3
3033;Produto 3033;Descrição do Produto 3033;222.03;499;10;1
3034;Produto 3034;Descrição do Produto 3034;368.15;343;9;2
3035;Produto 3035;Descrição do Produto 3035;47.24;354;5;2
3036;Produto 3036;Descrição do Produto 3036;59.64;76;4;2
3037;Produto 3037;Descrição do Produto 3037;253.1;266;8;1
3038;Produto 3038;Descrição do Produto 3038;847.9;172;6;2
3039;Produto 3039;Descrição do Produto 3039;465.03;35;5;4
3040;Produto 3040;Descrição do Produto 3040;104.32;306;9;4
3041;Produto 3041;Descrição do Produto 3041;563.19;201;5;5
3042;Produto 3042;Descrição do Produto 3042;913.12;252;5;2
3043;Produto 3043;Descrição do Produto 3043;812.81;162;6;4
3044;Produto 3044;Descrição do Produto 3044;783.25;15;1;4
3045;Produto 3045;Descrição do Produto 3045;998.78;346;6;1
3046;Produto 3046;Descrição do Produto 3046;315.95;207;7;4
3047;Produto 3047;Descrição do Produto 3047;323.28;91;10;5
3048;Produto 3048;Descrição do Produto 3048;494.38;431;3;3
3049;Produto 3049;Descrição do Produto 3049;125.63;29;8;3
3050;Produto 3050;Descrição do Produto 3050;388.53;130;10;1
3051;Produto 3051;Descrição do Produto 3051;651.13;85;4;4
3052;Produto 3052;Descrição do Produto 3052;757.78;384;9;5
3053;Produto 3053;Descrição do Produto 3053;634.31;57;10;3
3054;Produto 3054;Descrição do Produto 3054;733.79;334;6;1
3055;Produto 3055;Descrição do Produto 3055;43.62;472;2;3
3056;Produto 3056;Descrição do Produto 3056;398.06;116;7;1
3057;Produto 3057;Descrição do Produto 3057;71.72;434;6;1
3058;Produto 3058;Descrição do Produto 3058;748.76;472;4;2
3059;Produto 3059;Descrição do Produto 3059;633.51;84;9;4
3060;Produto 3060;Descrição do Produto 3060;713.73;387;5;5
3061;Produto 3061;Descrição do Produto 3061;357.68;46;5;3
3062;Produto 3062;Descrição do Produto 3062;176.5;250;1;3
3063;Produto 3063;Descrição do Produto 3063;267.81;407;3;2
3064;Produto 3064;Descrição do Produto 3064;355.24;235;1;2
3065;Produto 3065;Descrição do Produto 3065;913.25;186;6;2
3066;Produto 3066;Descrição do Produto 3066;809.32;484;4;4
3067;Produto 3067;Descrição do Produto 3067;805.46;208;1;2
3068;Produto 3068;Descrição do Produto 3068;998.51;489;10;2
3069;Produto 3069;Descrição do Produto 3069;445.26;337;2;1
3070;Produto 3070;Descrição do Produto 3070;841.76;74;6;1
3071;Produto 3071;Descrição do Produto 3071;550.84;134;3;1
3072;Produto 3072;Descrição do Produto 3072;690.59;153;3;2
3073;Produto 3073;Descrição do Produto 3073;632.48;292;1;1
3074;Produto 3074;Descrição do Produto 3074;68.12;65;10;3
3075;Produto 3075;Descrição do Produto 3075;908.5;120;3;1
3076;Produto 3076;Descrição do Produto 3076;384.42;495;10;1
3077;Produto 3077;Descrição do Produto 3077;46.25;288;3;1
3078;Produto 3078;Descrição do Produto 3078;462.96;98;1;4
3079;Produto 3079;Descrição do Produto 3079;840.11;358;3;4
3080;Produto 3080;Descrição do Produto 3080;10.88;324;8;2
3081;Produto 3081;Descrição do Produto 3081;967.67;21;5;3
3082;Produto 3082;Descrição do Produto 3082;46.45;16;4;1
3083;Produto 3083;Descrição do Produto 3083;940.76;258;7;2
3084;Produto 3084;Descrição do Produto 3084;842.54;500;9;2
3085;Produto 3085;Descrição do Produto 3085;624.2;87;5;3
3086;Produto 3086;Descrição do Produto 3086;504.95;54;6;2
3087;Produto 3087;Descrição do Produto 3087;716.77;126;3;5
3088;Produto 3088;Descrição do Produto 3088;600.98;221;2;1
3089;Produto 3089;Descrição do Produto 3089;137.15;90;7;4
3090;Produto 3090;Descrição do Produto 3090;776.74;94;4;2
3091;Produto 3091;Descrição do Produto 3091;794.66;321;3;4
3092;Produto 3092;Descrição do Produto 3092;520.55;169;10;2
3093;Produto 3093;Descrição do Produto 3093;688.65;320;1;5
3094;Produto 3094;Descrição do Produto 3094;955.33;313;7;2
3095;Produto 3095;Descrição do Produto 3095;529.83;80;2;5
3096;Produto 3096;Descrição do Produto 3096;844.51;461;10;3
3097;Produto 3097;Descrição do Produto 3097;527.77;259;9;2
3098;Produto 3098;Descrição do Produto 3098;798.3;446;8;5
3099;Produto 3099;Descrição do Produto 3099;767.11;419;5;1
3100;Produto 3100;Descrição do Produto 3100;412.22;377;2;3
3101;Produto 3101;Descrição do Produto 3101;407.9;475;2;3
3102;Produto 3102;Descrição do Produto 3102;686.27;322;3;5
3103;Produto 3103;Descrição do Produto 3103;462.0;467;4;2
3104;Produto 3104;Descrição do Produto 3104;304.0;147;10;2
3105;Produto 3105;Descrição do Produto 3105;205.13;460;7;5
3106;Produto 3106;Descrição do Produto 3106;581.18;47;7;2
3107;Produto 3107;Descrição do Produto 3107;969.25;200;1;1
3108;Produto 3108;Descrição do Produto 3108;819.26;442;6;5
3109;Produto 3109;Descrição do Produto 3109;270.68;174;6;5
3110;Produto 3110;Descrição do Produto 3110;509.58;338;10;1
3111;Produto 3111;Descrição do Produto 3111;129.27;424;8;1
3112;Produto 3112;Descrição do Produto 3112;322.13;152;4;5
3113;Produto 3113;Descrição do Produto 3113;301.41;274;7;2
3114;Produto 3114;Descrição do Produto 3114;712.79;411;10;3
3115;Produto 3115;Descrição do Produto 3115;472.6;272;6;3
3116;Produto 3116;Descrição do Produto 3116;985.59;141;4;4
3117;Produto 3117;Descrição do Produto 3117;180.4;279;7;2
3118;Produto 3118;Descrição do Produto 3118;920.13;436;9;5
3119;Produto 3119;Descrição do Produto 3119;629.46;384;3;1
3120;Produto 3120;Descrição do Produto 3120;268.58;30;4;4
3121;Produto 3121;Descrição do Produto 3121;960.94;260;8;5
3122;Produto 3122;Descrição do Produto 3122;833.49;395;3;5
3123;Produto 3123;Descrição do Produto 3123;150.47;266;6;5
3124;Produto 3124;Descrição do Produto 3124;218.94;127;7;2
3125;Produto 3125;Descrição do Produto 3125;925.83;361;1;5
3126;Produto 3126;Descrição do Produto 3126;996.25;454;3;1
3127;Produto 3127;Descrição do Produto 3127;15.27;395;6;1
3128;Produto 3128;Descrição do Produto 3128;682.56;25;9;3
3129;Produto 3129;Descrição do Produto 3129;605.67;96;9;4
3130;Produto 3130;Descrição do Produto 3130;508.91;435;4;5
3131;Produto 3131;Descrição do Produto 3131;144.7;376;4;4
3132;Produto 3132;Descrição do Produto 3132;846.91;326;10;3
3133;Produto 3133;Descrição do Produto 3133;522.34;430;8;5
3134;Produto 3134;Descrição do Produto 3134;873.53;498;2;3
3135;Produto 3135;Descrição do Produto 3135;309.99;136;7;1
3136;Produto 3136;Descrição do Produto 3136;775.78;410;4;5
3137;Produto 3137;Descrição do Produto 3137;307.91;144;3;2
3138;Produto 3138;Descrição do Produto 3138;490.09;299;4;3
3139;Produto 3139;Descrição do Produto 3139;464.02;410;4;2
3140;Produto 3140;Descrição do Produto 3140;371.99;135;9;4
3141;Produto 3141;Descrição do Produto 3141;155.45;8;4;4
3142;Produto 3142;Descrição do Produto 3142;201.69;484;1;3
3143;Produto 3143;Descrição do Produto 3143;354.67;349;6;3
3144;Produto 3144;Descrição do Produto 3144;350.83;145;3;5
3145;Produto 3145;Descrição do Produto 3145;935.92;388;3;2
3146;Produto 3146;Descrição do Produto 3146;220.05;35;6;5
3147;Produto 3147;Descrição do Produto 3147;861.12;312;7;5
3148;Produto 3148;Descrição do Produto 3148;474.54;70;1;4
3149;Produto 3149;Descrição do Produto 3149;171.99;246;3;4
3150;Produto 3150;Descrição do Produto 3150;249.73;141;9;5
3151;Produto 3151;Descrição do Produto 3151;474.95;178;8;2
3152;Produto 3152;Descrição do Produto 3152;39.51;36;6;4
3153;Produto 3153;Descrição do Produto 3153;487.06;495;4;1
3154;Produto 3154;Descrição do Produto 3154;372.96;97;8;2
3155;Produto 3155;Descrição do Produto 3155;125.62;437;2;5
3156;Produto 3156;Descrição do Produto 3156;328.97;118;6;3
3157;Produto 3157;Descrição do Produto 3157;132.34;41;8;2
3158;Produto 3158;Descrição do Produto 3158;826.18;416;9;5
3159;Produto 3159;Descrição do Produto 3159;180.15;315;6;5
3160;Produto 3160;Descrição do Produto 3160;350.23;500;5;2
3161;Produto 3161;Descrição do Produto 3161;45.08;222;4;3
3162;Produto 3162;Descrição do Produto 3162;895.61;47;3;2
3163;Produto 3163;Descrição do Produto 3163;41.29;237;3;1
3164;Produto 3164;Descrição do Produto 3164;549.24;352;8;5
3165;Produto 3165;Descrição do Produto 3165;364.51;71;1;2
3166;Produto 3166;Descrição do Produto 3166;672.9;116;3;4
3167;Produto 3167;Descrição do Produto 3167;130.93;18;3;5
3168;Produto 3168;Descrição do Produto 3168;131.57;190;5;2
3169;Produto 3169;Descrição do Produto 3169;856.36;253;2;5
3170;Produto 3170;Descrição do Produto 3170;697.47;34;7;1
3171;Produto 3171;Descrição do Produto 3171;486.08;407;1;5
3172;Produto 3172;Descrição do Produto 3172;542.34;421;4;5
3173;Produto 3173;Descrição do Produto 3173;769.91;427;2;5
3174;Produto 3174;Descrição do Produto 3174;733.73;229;4;5
3175;Produto 3175;Descrição do Produto 3175;74.89;81;6;4
3176;Produto 3176;Descrição do Produto 3176;836.25;492;6;5
3177;Produto 3177;Descrição do Produto 3177;787.27;481;8;5
3178;Produto 3178;Descrição do Produto 3178;192.94;291;9;3
3179;Produto 3179;Descrição do Produto 3179;741.8;4;5;2
3180;Produto 3180;Descrição do Produto 3180;885.95;45;2;5
3181;Produto 3181;Descrição do Produto 3181;996.99;353;6;2
3182;Produto 3182;Descrição do Produto 3182;992.61;270;7;3
3183;Produto 3183;Descrição do Produto 3183;437.35;248;6;2
3184;Produto 3184;Descrição do Produto 3184;323.9;190;3;2
3185;Produto 3185;Descrição do Produto 3185;533.51;192;6;1
3186;Produto 3186;Descrição do Produto 3186;179.56;436;8;1
3187;Produto 3187;Descrição do Produto 3187;627.53;120;9;3
3188;Produto 3188;Descrição do Produto 3188;321.48;295;1;4
3189;Produto 3189;Descrição do Produto 3189;818.65;164;3;1
3190;Produto 3190;Descrição do Produto 3190;744.47;175;9;1
3191;Produto 3191;Descrição do Produto 3191;784.73;62;10;2
3192;Produto 3192;Descrição do Produto 3192;964.42;356;5;4
3193;Produto 3193;Descrição do Produto 3193;918.04;49;9;1
3194;Produto 3194;Descrição do Produto 3194;221.88;437;8;3
3195;Produto 3195;Descrição do Produto 3195;823.87;41;1;5
3196;Produto 3196;Descrição do Produto 3196;403.1;36;2;4
3197;Produto 3197;Descrição do Produto 3197;943.35;309;1;1
3198;Produto 3198;Descrição do Produto 3198;848.02;204;4;3
3199;Produto 3199;Descrição do Produto 3199;876.17;251;8;4
3200;Produto 3200;Descrição do Produto 3200;947.1;343;4;2
3201;Produto 3201;Descrição do Produto 3201;900.66;179;5;4
3202;Produto 3202;Descrição do Produto 3202;981.31;255;7;3
3203;Produto 3203;Descrição do Produto 3203;587.88;82;5;2
3204;Produto 3204;Descrição do Produto 3204;392.1;237;1;5
3205;Produto 3205;Descrição do Produto 3205;354.28;499;10;2
3206;Produto 3206;Descrição do Produto 3206;804.39;253;4;4
3207;Produto 3207;Descrição do Produto 3207;295.56;399;7;4
3208;Produto 3208;Descrição do Produto 3208;608.67;29;4;1
3209;Produto 3209;Descrição do Produto 3209;664.51;468;6;2
3210;Produto 3210;Descrição do Produto 3210;983.47;4;6;5
3211;Produto 3211;Descrição do Produto 3211;653.13;312;7;5
3212;Produto 3212;Descrição do Produto 3212;936.52;249;8;3
3213;Produto 3213;Descrição do Produto 3213;466.65;484;1;4
3214;Produto 3214;Descrição do Produto 3214;595.62;132;7;2
3215;Produto 3215;Descrição do Produto 3215;921.72;53;5;1
3216;Produto 3216;Descrição do Produto 3216;810.86;68;3;1
3217;Produto 3217;Descrição do Produto 3217;671.57;398;1;3
3218;Produto 3218;Descrição do Produto 3218;455.61;424;7;1
3219;Produto 3219;Descrição do Produto 3219;889.63;337;6;1
3220;Produto 3220;Descrição do Produto 3220;563.12;421;5;5
3221;Produto 3221;Descrição do Produto 3221;206.48;294;2;5
3222;Produto 3222;Descrição do Produto 3222;96.43;447;4;1
3223;Produto 3223;Descrição do Produto 3223;978.7;349;9;1
3224;Produto 3224;Descrição do Produto 3224;850.29;374;8;3
3225;Produto 3225;Descrição do Produto 3225;63.34;149;2;3
3226;Produto 3226;Descrição do Produto 3226;525.31;32;3;1
3227;Produto 3227;Descrição do Produto 3227;568.06;472;7;1
3228;Produto 3228;Descrição do Produto 3228;41.0;290;9;5
3229;Produto 3229;Descrição do Produto 3229;170.7;42;7;5
3230;Produto 3230;Descrição do Produto 3230;795.99;232;9;3
3231;Produto 3231;Descrição do Produto 3231;686.11;291;7;1
3232;Produto 3232;Descrição do Produto 3232;432.06;401;10;3
3233;Produto 3233;Descrição do Produto 3233;230.52;416;4;1
3234;Produto 3234;Descrição do Produto 3234;856.16;164;3;1
3235;Produto 3235;Descrição do Produto 3235;242.43;85;6;4
3236;Produto 3236;Descrição do Produto 3236;642.4;407;4;3
3237;Produto 3237;Descrição do Produto 3237;249.73;284;9;3
3238;Produto 3238;Descrição do Produto 3238;59.19;70;7;1
3239;Produto 3239;Descrição do Produto 3239;709.73;25;2;4
3240;Produto 3240;Descrição do Produto 3240;738.97;352;10;3
3241;Produto 3241;Descrição do Produto 3241;682.83;305;9;4
3242;Produto 3242;Descrição do Produto 3242;882.79;66;6;3
3243;Produto 3243;Descrição do Produto 3243;268.58;397;7;1
3244;Produto 3244;Descrição do Produto 3244;815.95;14;3;2
3245;Produto 3245;Descrição do Produto 3245;880.31;204;1;1
3246;Produto 3246;Descrição do Produto 3246;853.28;95;3;2
3247;Produto 3247;Descrição do Produto 3247;134.62;236;9;1
3248;Produto 3248;Descrição do Produto 3248;771.79;76;8;5
3249;Produto 3249;Descrição do Produto 3249;451.5;209;1;1
3250;Produto 3250;Descrição do Produto 3250;776.47;347;8;5
3251;Produto 3251;Descrição do Produto 3251;762.41;279;8;4
3252;Produto 3252;Descrição do Produto 3252;486.39;306;1;5
3253;Produto 3253;Descrição do Produto 3253;863.64;228;9;1
3254;Produto 3254;Descrição do Produto 3254;491.6;371;2;4
3255;Produto 3255;Descrição do Produto 3255;233.85;72;1;5
3256;Produto 3256;Descrição do Produto 3256;809.3;450;6;5
3257;Produto 3257;Descrição do Produto 3257;250.78;94;9;2
3258;Produto 3258;Descrição do Produto 3258;580.89;159;2;1
3259;Produto 3259;Descrição do Produto 3259;724.39;5;10;3
3260;Produto 3260;Descrição do Produto 3260;959.57;418;9;1
3261;Produto 3261;Descrição do Produto 3261;247.79;178;2;5
3262;Produto 3262;Descrição do Produto 3262;667.7;305;4;2
3263;Produto 3263;Descrição do Produto 3263;603.53;214;8;1
3264;Produto 3264;Descrição do Produto 3264;65.4;496;1;1
3265;Produto 3265;Descrição do Produto 3265;917.74;53;1;4
3266;Produto 3266;Descrição do Produto 3266;821.21;270;7;4
3267;Produto 3267;Descrição do Produto 3267;157.5;80;9;3
3268;Produto 3268;Descrição do Produto 3268;954.14;112;10;5
3269;Produto 3269;Descrição do Produto 3269;448.53;170;9;2
3270;Produto 3270;Descrição do Produto 3270;218.01;270;6;5
3271;Produto 3271;Descrição do Produto 3271;322.99;181;5;5
3272;Produto 3272;Descrição do Produto 3272;439.74;399;1;1
3273;Produto 3273;Descrição do Produto 3273;408.8;198;8;4
3274;Produto 3274;Descrição do Produto 3274;987.41;371;6;3
3275;Produto 3275;Descrição do Produto 3275;363.96;326;4;5
3276;Produto 3276;Descrição do Produto 3276;614.23;284;9;3
3277;Produto 3277;Descrição do Produto 3277;910.03;180;5;2
3278;Produto 3278;Descrição do Produto 3278;77.04;324;9;2
3279;Produto 3279;Descrição do Produto 3279;746.58;448;10;2
3280;Produto 3280;Descrição do Produto 3280;517.65;363;9;4
3281;Produto 3281;Descrição do Produto 3281;953.69;401;9;5
3282;Produto 3282;Descrição do Produto 3282;997.78;317;3;2
3283;Produto 3283;Descrição do Produto 3283;746.38;169;7;3
3284;Produto 3284;Descrição do Produto 3284;124.79;382;3;3
3285;Produto 3285;Descrição do Produto 3285;834.36;95;4;1
3286;Produto 3286;Descrição do Produto 3286;336.83;475;1;2
3287;Produto 3287;Descrição do Produto 3287;757.24;258;4;5
3288;Produto 3288;Descrição do Produto 3288;495.66;329;10;1
3289;Produto 3289;Descrição do Produto 3289;116.33;146;6;5
3290;Produto 3290;Descrição do Produto 3290;463.56;465;9;2
3291;Produto 3291;Descrição do Produto 3291;309.58;24;6;1
3292;Produto 3292;Descrição do Produto 3292;704.53;477;9;3
3293;Produto 3293;Descrição do Produto 3293;686.92;93;9;3
3294;Produto 3294;Descrição do Produto 3294;665.43;34;7;3
3295;Produto 3295;Descrição do Produto 3295;290.22;243;5;2
3296;Produto 3296;Descrição do Produto 3296;111.62;432;7;4
3297;Produto 3297;Descrição do Produto 3297;24.32;374;6;1
3298;Produto 3298;Descrição do Produto 3298;79.83;215;6;5
3299;Produto 3299;Descrição do Produto 3299;394.11;19;2;5
3300;Produto 3300;Descrição do Produto 3300;807.38;369;7;5
3301;Produto 3301;Descrição do Produto 3301;640.72;68;1;5
3302;Produto 3302;Descrição do Produto 3302;799.98;313;2;1
3303;Produto 3303;Descrição do Produto 3303;123.41;75;10;2
3304;Produto 3304;Descrição do Produto 3304;174.8;482;1;3
3305;Produto 3305;Descrição do Produto 3305;211.4;219;1;4
3306;Produto 3306;Descrição do Produto 3306;859.95;382;9;2
3307;Produto 3307;Descrição do Produto 3307;713.35;284;3;1
3308;Produto 3308;Descrição do Produto 3308;298.47;305;4;3
3309;Produto 3309;Descrição do Produto 3309;462.04;183;6;5
3310;Produto 3310;Descrição do Produto 3310;809.57;126;3;3
3311;Produto 3311;Descrição do Produto 3311;444.01;295;1;4
3312;Produto 3312;Descrição do Produto 3312;794.27;46;2;4
3313;Produto 3313;Descrição do Produto 3313;655.73;316;6;5
3314;Produto 3314;Descrição do Produto 3314;744.21;201;5;4
3315;Produto 3315;Descrição do Produto 3315;475.39;91;7;4
3316;Produto 3316;Descrição do Produto 3316;627.0;71;1;1
3317;Produto 3317;Descrição do Produto 3317;637.25;186;9;2
3318;Produto 3318;Descrição do Produto 3318;31.99;115;7;4
3319;Produto 3319;Descrição do Produto 3319;557.62;50;8;1
3320;Produto 3320;Descrição do Produto 3320;847.18;488;3;3
3321;Produto 3321;Descrição do Produto 3321;920.4;316;10;1
3322;Produto 3322;Descrição do Produto 3322;34.83;174;9;5
3323;Produto 3323;Descrição do Produto 3323;636.72;376;7;1
3324;Produto 3324;Descrição do Produto 3324;863.45;126;6;3
3325;Produto 3325;Descrição do Produto 3325;911.77;326;7;1
3326;Produto 3326;Descrição do Produto 3326;294.05;121;2;2
3327;Produto 3327;Descrição do Produto 3327;360.56;198;4;4
3328;Produto 3328;Descrição do Produto 3328;118.22;87;3;2
3329;Produto 3329;Descrição do Produto 3329;946.99;1;2;2
3330;Produto 3330;Descrição do Produto 3330;547.99;491;8;5
3331;Produto 3331;Descrição do Produto 3331;494.55;350;8;3
3332;Produto 3332;Descrição do Produto 3332;524.14;289;6;5
3333;Produto 3333;Descrição do Produto 3333;717.02;446;4;1
3334;Produto 3334;Descrição do Produto 3334;545.41;493;9;2
3335;Produto 3335;Descrição do Produto 3335;152.55;415;3;1
3336;Produto 3336;Descrição do Produto 3336;974.42;113;2;1
3337;Produto 3337;Descrição do Produto 3337;815.15;29;1;1
3338;Produto 3338;Descrição do Produto 3338;65.44;491;10;2
3339;Produto 3339;Descrição do Produto 3339;914.5;365;2;3
3340;Produto 3340;Descrição do Produto 3340;960.67;288;9;3
3341;Produto 3341;Descrição do Produto 3341;626.6;177;4;1
3342;Produto 3342;Descrição do Produto 3342;585.87;18;3;1
3343;Produto 3343;Descrição do Produto 3343;228.65;104;4;1
3344;Produto 3344;Descrição do Produto 3344;801.8;10;1;3
3345;Produto 3345;Descrição do Produto 3345;84.05;162;4;1
3346;Produto 3346;Descrição do Produto 3346;246.75;397;7;3
3347;Produto 3347;Descrição do Produto 3347;877.92;207;8;2
3348;Produto 3348;Descrição do Produto 3348;211.52;98;8;3
3349;Produto 3349;Descrição do Produto 3349;919.94;58;3;2
3350;Produto 3350;Descrição do Produto 3350;898.68;388;5;2
3351;Produto 3351;Descrição do Produto 3351;992.71;263;6;1
3352;Produto 3352;Descrição do Produto 3352;385.62;247;8;1
3353;Produto 3353;Descrição do Produto 3353;217.49;212;1;2
3354;Produto 3354;Descrição do Produto 3354;389.21;412;4;1
3355;Produto 3355;Descrição do Produto 3355;580.08;436;4;3
3356;Produto 3356;Descrição do Produto 3356;279.07;40;5;1
3357;Produto 3357;Descrição do Produto 3357;254.52;495;9;3
3358;Produto 3358;Descrição do Produto 3358;607.55;274;4;5
3359;Produto 3359;Descrição do Produto 3359;400.1;155;5;3
3360;Produto 3360;Descrição do Produto 3360;723.81;241;2;2
3361;Produto 3361;Descrição do Produto 3361;228.2;148;2;3
3362;Produto 3362;Descrição do Produto 3362;185.58;91;2;1
3363;Produto 3363;Descrição do Produto 3363;68.68;346;2;3
3364;Produto 3364;Descrição do Produto 3364;906.53;364;9;1
3365;Produto 3365;Descrição do Produto 3365;742.09;346;6;5
3366;Produto 3366;Descrição do Produto 3366;112.49;164;3;3
3367;Produto 3367;Descrição do Produto 3367;229.14;49;10;4
3368;Produto 3368;Descrição do Produto 3368;533.12;287;10;2
3369;Produto 3369;Descrição do Produto 3369;899.55;353;2;3
3370;Produto 3370;Descrição do Produto 3370;358.44;73;10;4
3371;Produto 3371;Descrição do Produto 3371;634.86;213;10;4
3372;Produto 3372;Descrição do Produto 3372;716.91;13;6;5
3373;Produto 3373;Descrição do Produto 3373;500.66;194;8;1
3374;Produto 3374;Descrição do Produto 3374;181.8;404;10;5
3375;Produto 3375;Descrição do Produto 3375;517.83;245;9;2
3376;Produto 3376;Descrição do Produto 3376;323.88;116;1;2
3377;Produto 3377;Descrição do Produto 3377;307.15;292;6;5
3378;Produto 3378;Descrição do Produto 3378;996.79;25;2;5
3379;Produto 3379;Descrição do Produto 3379;24.38;78;4;4
3380;Produto 3380;Descrição do Produto 3380;768.37;440;8;4
3381;Produto 3381;Descrição do Produto 3381;180.49;384;9;1
3382;Produto 3382;Descrição do Produto 3382;283.81;93;7;3
3383;Produto 3383;Descrição do Produto 3383;450.46;123;1;2
3384;Produto 3384;Descrição do Produto 3384;956.33;375;7;5
3385;Produto 3385;Descrição do Produto 3385;372.91;315;6;1
3386;Produto 3386;Descrição do Produto 3386;486.36;244;2;2
3387;Produto 3387;Descrição do Produto 3387;676.65;104;9;3
3388;Produto 3388;Descrição do Produto 3388;242.68;433;1;5
3389;Produto 3389;Descrição do Produto 3389;276.8;475;9;4
3390;Produto 3390;Descrição do Produto 3390;824.51;357;4;4
3391;Produto 3391;Descrição do Produto 3391;222.37;85;10;4
3392;Produto 3392;Descrição do Produto 3392;626.03;493;3;2
3393;Produto 3393;Descrição do Produto 3393;355.4;136;9;3
3394;Produto 3394;Descrição do Produto 3394;993.41;155;3;3
3395;Produto 3395;Descrição do Produto 3395;648.95;354;8;2
3396;Produto 3396;Descrição do Produto 3396;311.62;144;3;2
3397;Produto 3397;Descrição do Produto 3397;657.1;181;10;4
3398;Produto 3398;Descrição do Produto 3398;511.65;41;4;2
3399;Produto 3399;Descrição do Produto 3399;749.05;496;7;5
3400;Produto 3400;Descrição do Produto 3400;633.51;112;8;4
3401;Produto 3401;Descrição do Produto 3401;493.33;413;7;4
3402;Produto 3402;Descrição do Produto 3402;491.74;373;7;2
3403;Produto 3403;Descrição do Produto 3403;892.67;479;4;5
3404;Produto 3404;Descrição do Produto 3404;63.76;417;10;3
3405;Produto 3405;Descrição do Produto 3405;465.95;75;9;1
3406;Produto 3406;Descrição do Produto 3406;877.95;109;9;2
3407;Produto 3407;Descrição do Produto 3407;454.02;16;7;2
3408;Produto 3408;Descrição do Produto 3408;60.11;427;6;2
3409;Produto 3409;Descrição do Produto 3409;48.52;338;4;5
3410;Produto 3410;Descrição do Produto 3410;348.62;418;6;4
3411;Produto 3411;Descrição do Produto 3411;857.39;155;10;3
3412;Produto 3412;Descrição do Produto 3412;791.82;197;10;1
3413;Produto 3413;Descrição do Produto 3413;907.92;46;4;3
3414;Produto 3414;Descrição do Produto 3414;782.76;213;10;2
3415;Produto 3415;Descrição do Produto 3415;975.83;107;1;1
